"","question_no","name","tabled_dt","response_name","response_dt","question","answer","welsh","withdrawn","number"
"1946","WAQ73204","Steffan Lewis",2017-03-15,"Cabinet Secretary for Education",2017-03-22,"Will the Cabinet Secretary provide a breakdown of apprenticeships delivered in each Welsh local authority by public and private providers since 2010?","I will write to you and a copy of the letter will be put on the internet.",FALSE,FALSE,1946
"1947","WAQ73205","Adam Price",2017-03-15,"First Minister",2017-03-22,"Will the Cabinet Secretary outline the rules the Welsh Government has in place relating to making policy announcements during the 2017 local government pre-election period?","The Welsh Government has issued guidance for staff during the local government pre-election period which begins on 13th April 2017, which is in line with guidance issued by the UK and Scottish Governments. This can be found at: http://gov.wales/about/cabinet/localgovelectionguidance/?lang=en",FALSE,FALSE,1947
"1948","WAQ73206","Darren Millar",2017-03-16,"Cabinet Secretary for Economy and Infrastructure",2016-03-23,"Will the Cabinet Secretary make a statement on figures released by the House of Commons Library which show that areas of north Wales have the worst internet speeds in the UK?","As a result of the Superfast Cymru project, 196,732 premises across North Wales now have access to superfast broadband, delivering average speeds of 72Mbps. Roll-out completion to eligible properties across the region currently sits at over 80%. Many parts of North Wales wouldn’t have access to superfast broadband without Superfast Cymru intervention. Roll out continues this year bringing high speed broadband to more homes and businesses.",FALSE,FALSE,1948
"1949","WAQ73207","Adam Price",2017-03-16,"First Minister",2017-03-22,"Has the Circuit of Wales been designated as a matter that will fall under the rules regarding purdah for the 2017 local government pre-election period?","The routine business of the Welsh Government will continue during the pre-election period and it should not be necessary to delay all decisions and announcements. However, the Government will be mindful of making major decisions or announcements that may directly affect one or more local authorities. Each case will be considered on its own merits.",FALSE,FALSE,1949
"1950","WAQ73208","Sian Gwenllian",2017-03-17,"Cabinet Secretary for Communities and Children",2017-03-30,"What role has the Welsh Government played in overseeing the work of the Gender Dysphoria Partnership Board, as part of achieving the 'Health' action of the 'Welsh Government Action Plan to advance equality for transgender people' to 'develop and implement an NHS Wales Strategy for Wales, which will include a care pathway and guidance for healthcare'?","The Welsh Government has produced and implemented a cross-government Action Plan to advance equality for transgender people. Progress with the Plan will be reported on as part of the Welsh Government's Annual Report on Equality.",FALSE,FALSE,1950
"1951","WAQ73209","Sian Gwenllian",2017-03-17,"Cabinet Secretary for Communities and Children",2017-03-30,"Will the Cabinet Secretary provide an update on progress made under the 'Health' action of the 'Welsh Government Action Plan to advance equality for transgender people', to 'develop and implement an NHS Wales Strategy for Wales, which will include a care pathway and guidance for healthcare'?","The Welsh Government has produced and implemented a cross-government Action Plan to advance equality for transgender people. Progress with the Plan will be reported on as part of the Welsh Government's Annual Report on Equality.",FALSE,FALSE,1951
"1952","WAQ73210","Sian Gwenllian",2017-03-17,"Cabinet Secretary for Communities and Children",2017-03-30,"Will the Cabinet Secretary provide an update on progress made under the Welsh Government Action Plan to advance equality for transgender people?","The Welsh Government has produced and implemented a cross-government Action Plan to advance equality for transgender people. Progress with the Plan will be reported on as part of the Welsh Government's Annual Report on Equality.",FALSE,FALSE,1952
"1953","WAQ73211","Sian Gwenllian",2017-03-17,"Cabinet Secretary for Communities and Children",2017-03-30,"What role has the Welsh Government played in the implementation of the 'Welsh Government Action Plan to advance equality for transgender people' as a whole, and specifically in relation to the 'Health' action to 'develop and implement an NHS Wales Strategy for Wales, which will include a care pathway and guidance for healthcare'?","The Welsh Government has produced and implemented a cross-government Action Plan to advance equality for transgender people. Progress with the Plan will be reported on as part of the Welsh Government's Annual Report on Equality. A key Action within the Plan is the priority development and implementing of the NHS Wales Strategy for Wales which will include a gender identity care pathway and guidance for healthcare practitioners. The Welsh Government has commissioned the Welsh Health Specialised Services Committee to develop the pathway for Wales. This work is being supported by additional funding which we have allocated in the 2017-18 Welsh Government budget.",FALSE,FALSE,1953
"1954","WAQ73216","Gareth Bennett",2017-03-21,"Cabinet Secretary for Economy and Infrastructure",2017-03-23,"What assessment has the Cabinet Secretary made of accessibility requirements of rail rolling stock for disabled people in Wales?","Rail infrastructure and station accessibility are non-devolved. We continue to press the UK Government for capital investment and make contributions where possible. There is a rolling programme of access and integration improvements at train stations across Wales designed to have a positive effect on station accessibility.",FALSE,FALSE,1954
"1955","WAQ73217","Gareth Bennett",2017-03-21,"Cabinet Secretary for Economy and Infrastructure",2017-03-23,"What assessment has the Cabinet Secretary made of the availability of rail rolling stock following the end of the current Wales and Borders franchise?","As part of the procurement process for the new Wales and Borders franchise we have set out some key priorities that we require the bidders to deliver, as a minimum, with their proposed rolling stock solutions. Details can be found in my statement issued on 9 November 2016.",FALSE,FALSE,1955
"1956","WAQ73218","Nick Ramsay",2017-03-21,"Cabinet Secretary for Health, Well-being and Sport",2017-03-30,"Will the Cabinet Secretary provide the 2014/15 and 2015/16 figures for the number of people newly certified as Severely Sight Impaired and Sight Impaired as a result of (a) age-related macular degeneration (AMD), and (b) Diabetic Eye Disease in the area covered by Aneurin Bevan University Health Board and state how this compares to the average for Wales?","The information requested is available in the following link on the Eye Care Statistics for Wales 2015-16 bulletin: http://gov.wales/statistics-and-research/eye-care/?lang=en.",FALSE,FALSE,1956
"1957","WAQ73219","Nick Ramsay",2017-03-21,"Cabinet Secretary for Health, Well-being and Sport",2017-03-30,"Will the Cabinet Secretary provide the number of people who were certified as Severely Sight Impaired or Sight Impaired in 2014/15 and 2015/16 in Aneurin Bevan University Health Board whose sight loss was preventable?","Figures for preventable sight loss within Aneurin Bevan University Health Board are not held by the Welsh Government.",FALSE,FALSE,1957
"1958","WAQ73220","Nick Ramsay",2017-03-21,"Cabinet Secretary for Health, Well-being and Sport",2017-03-30,"Will the Cabinet Secretary provide (a) an estimate of the prevalence of Diabetic Retinopathy in the area covered by Aneurin Bevan University Health Board, and (b) figures indicating the number of people treated for Diabetic Retinopathy in 2014/15 and 2015/16 in Aneurin Bevan University Health Board?","The information requested is available in the following link on the Eye Care Statistics for Wales 2015-16 bulletin: http://gov.wales/statistics-and-research/eye-care/?lang=en.",FALSE,FALSE,1958
"1959","WAQ73221","Nick Ramsay",2017-03-21,"Cabinet Secretary for Health, Well-being and Sport",2017-03-30,"Will the Cabinet Secretary make a statement on how the Welsh Government will ensure that Aneurin Bevan University Health Board implements all the recommendations in the Health Inspectorate Wales Ophthalmology Services Thematic Review 2015/16?","Aneurin Bevan University Health Board has developed an action plan to implement the 22 recommendations of Health Inspectorate Wales' Ophthalmology Services Thematic Review 2015/16. Progress on the action plan will be monitored through the health board's Eye Care Collaborative Group and Quality Safety and Experience Assurance Committee. Regular update reports on progress will be fed-back to the Welsh Government via the national Planned Care Board.",FALSE,FALSE,1959
"1960","WAQ73222","Llyr Gruffydd",2017-03-21,"Cabinet Secretary for Communities and Children",2017-03-30,"What guidance does the Welsh Government currently provide local authority fostering services, independent fostering agencies and voluntary organisations providing fostering services with regards to financial savings for looked after children?","There is a statutory requirement set out in the National Minimum Standards for Fostering Services in Wales for local authorities to give a handbook to all newly approved foster carers. The handbook must include the local authority's fostering policies, procedures and guidance, as well as legal information and insurance details.",FALSE,FALSE,1960
"1961","WAQ73223","Llyr Gruffydd",2017-03-21,"Cabinet Secretary for Communities and Children",2017-03-30,"What assessment has the Cabinet Secretary made of the findings from the Public Services Ombudsman for Wales's investigation of a complaint by MR N against Bridgend County Borough Council (case 201503185)?","There is a statutory requirement set out in the National Minimum Standards for Fostering Services in Wales for local authorities to give a handbook to all newly approved foster carers. The handbook must include the local authority's fostering policies, procedures and guidance, as well as legal information and insurance details.",FALSE,FALSE,1961
"1962","WAQ73224","Llyr Gruffydd",2017-03-21,"Cabinet Secretary for Communities and Children",2017-03-30,"What guidance does the Welsh Government currently provide for looked after children and their foster carers with regards to financial savings?","There is a statutory requirement set out in the National Minimum Standards for Fostering Services in Wales for local authorities to give a handbook to all newly approved foster carers. The handbook must include the local authority's fostering policies, procedures and guidance, as well as legal information and insurance details. The Ombudsman's investigation clearly highlighted the way Bridgend County Borough Council managed the savings of the complainant and applied its own internal guidance for foster carers in its Fostering Handbook. I am pleased therefore that the local authority has subsequently implemented the Ombudsman's recommendations in full and has fully reimbursed the complainant. We will be remaking the regulations and guidance governing fostering services under phase 3 of our implementation programme under the Regulation and Inspection of Social Care (Wales) Act 2016. This gives us the opportunity to work with stakeholders to review the guidance for local authorities and help prevent similar incidences occurring. That said, good financial education and management is an essential part of preparing care leavers to live independently and local authorities should recognise and act on this important aspect of corporate parenting without delay.",FALSE,FALSE,1962
"1963","WAQ73225","Suzy Davies",2017-03-21,"Cabinet Secretary for Economy and Infrastructure",2017-03-30,"Will the Cabinet Secretary provide an update on the development of a multi-storey car park at SA1, as mentioned in the letter dated 8 January?","The 28 day pre-application consultation period required as part of the planning process is now over and officials are currently reviewing the responses before preparing the submission of the reserved matters planning application. We are targeting receipt of a planning consent by late July/August 2017 which will enable us to commence the OJEU procurement process seeking a Developer to construct the car park in August/September 2017. Depending on the outcome of the procurement process we would expect construction work to commence in the early part of 2018.",FALSE,FALSE,1963
"1964","WAQ73226","Adam Price",2017-03-22,"Cabinet Secretary for Economy and Infrastructure",2017-03-30,"What representation did the Welsh Government have at the 2017 MIPIM international property event hosted in Cannes, France?","Welsh Government did not have representation at the 2017 MIPIM property event in Cannes, France. We were, however, represented at MIPIM UK property event hosted in Olympia, London, that took place between 19 – 21 October 2016, with officials from the property, strategy, marketing, F&PS sector, Construction sector, and Business Solutions teams in attendance.",FALSE,FALSE,1964
"1965","WAQ73227","Andrew R.T. Davies",2017-03-22,"Cabinet Secretary for Economy and Infrastructure",2017-03-30,"How many officials does the Welsh Government have working on trade and investment based in the Welsh Government offices in Cardiff?","The Welsh Government’s trade and inward investment function is predominantly carried out from QED in Treforest, but there are officials based across Wales. There are 23 members of staff within the dedicated trade and inward investment team. There are also a number of officials within the sector teams who undertake trade and investment activity as part of their wider job roles as business needs arise.",FALSE,FALSE,1965
"1966","WAQ73228","Andrew R.T. Davies",2017-03-22,"Cabinet Secretary for Economy and Infrastructure",2017-03-30,"How many Welsh Government officials work overseas, and how many are based in British embassies/consulates?","We have a total of 31 posts overseas, 11 of which are held by Welsh Government officials posted from Wales, on a fixed term basis.",FALSE,FALSE,1966
"1967","WAQ73229","Andrew R.T. Davies",2017-03-22,"Cabinet Secretary for Economy and Infrastructure",2017-04-05,"What overseas trade missions has the Welsh Government planned for the next 12 months?","Please see the list of approved overseas export events for 2017-18. Please note that the dates proposed for the export market visits are indicative only at this stage and may be adjusted to align with geographical priorities and other market opportunities.",FALSE,FALSE,1967
"1968","WAQ73230","Andrew R.T. Davies",2017-03-22,"Cabinet Secretary for Economy and Infrastructure",2017-03-30,"How many overseas offices does the Welsh Government have and where are they based?","We have a total of 31 posts overseas, 11 of which are held by Welsh Government officials posted from Wales, on a fixed term basis.",FALSE,FALSE,1968
"1969","WAQ73231","Andrew R.T. Davies",2017-03-22,"Cabinet Secretary for Economy and Infrastructure",2017-03-30,"How many trade missions has the Welsh Government run with Welsh companies since 2006?","This information is not available prior to 2011 as, before this date, trade missions were undertaken by a number of different departments rather than administered by a central team. Since 2011, my department has undertaken 102 overseas events. This includes multi-sector trade missions and exhibitions.",FALSE,FALSE,1969
"1970","WAQ73232","Andrew R.T. Davies",2017-03-22,"Cabinet Secretary for Economy and Infrastructure",2017-03-30,"What is the total budget of the Welsh Government's trade and investment work?","Work to increase trade and attract inward investment is undertaken by a number of Welsh Government departments and, in most cases, this is not identified separately within their budget lines. Therefore, it is not possible to provide the information in the format requested.",FALSE,FALSE,1970
"1971","WAQ73233","Andrew R.T. Davies",2017-03-22,"Cabinet Secretary for Economy and Infrastructure",2017-03-30,"What is the total cost of running Welsh Government offices overseas?","We have a total of 31 posts overseas, 11 of which are held by Welsh Government officials posted from Wales, on a fixed term basis. The Welsh Government currently has 15 representations located in 7 countries; Brussels, Belgium; Beijing, Chongqing, Shanghai, China; Dublin, Ireland; Bangalore, Mumbai, New Delhi, India, Tokyo, Japan; Dubai, United Arab Emirates; and Atlanta, Chicago, New York, San Francisco, Washington DC in the United States. As at 27 March 2017, 13 of our representations are co-located with the Foreign and Commonwealth Office (Embassies/Consulates/High Commission).  The running costs of the overseas offices for 15/16 can be found in the Welsh Government's annual State of the Estate report. Link included below:  http://gov.wales/about/civilservice/how-we-work/facts-figures/our-buildings/state-of-the-estate-report-2015-2016/?lang=enhttp://gov.wales/about/civilservice/how-we-work/facts-figures/our-buildings/state-of-the-estate-report-2015-2016/?skip=1&lang=cy",FALSE,FALSE,1971
"1972","WAQ73234","Paul Davies",2017-03-22,"Cabinet Secretary for Environment and Rural Affairs",2017-03-31,"What engagement has the Cabinet Secretary had with young farmers regarding the Welsh Government's plans for agriculture post-Brexit?","I engage extensively with young farmers for they are the future of the industry. Immediately after the EU referendum, I established a roundtable of key stakeholders representing agriculture, the environment, food and marine. Young farmer representatives have attended these workshops and have made a valuable contribution which helped to inform the Welsh Government's White Paper ""Securing Wales' Future"". In addition, I have met with members of the Farming Connect Agri Academy programme which aims to inspire and develop a new generation of farmers and leaders as well as the NFU Cymru's Next Generation Policy Group and Future Farmers of Wales. During these meetings we have discussed both the challenges and opportunities we face outside of the EU. As part of my summer programme last year, I visited a number of farm businesses run by young farmers and our discussions invariably focussed on the impact leaving the EU would have on their business and the wider industry. I plan to hold similar meetings with young farmers this coming summer at the various agriculture shows I plan to attend and during my continuing programme of farm visits.",FALSE,FALSE,1972
"1973","WAQ73235","Paul Davies",2017-03-22,"Cabinet Secretary for Economy and Infrastructure",2017-03-30,"Will the Cabinet Secretary confirm the Welsh Government's position on the future terms of import access to UK markets and list what representations have been made to the UK Government on this issue?","The value of imports in Wales for the year up to and including December 2016 was £12. 4 billion. The Welsh economy, like that of the UK, is an open economy that is highly integrated within global value chains. Wales has a number of import-using sectors for whom the imposition of tariffs and non-tariff barriers between the UK and the EU could only be damaging to business. In addition, large quantities of goods and services flow between Wales and the rest of the UK. Goods and services coming into Wales from the rest of the UK will also often contain high levels of imported inputs. The Welsh Government is working closely with the Department for International Trade to ensure that these Welsh import-using sectors are represented.",FALSE,FALSE,1973
"1974","WAQ73236","Paul Davies",2017-03-22,NA,NA,"What knowledge transfer initiatives has the Welsh Government established with the agricultural industry to deliver efficiencies and increase business performance?","To be answered by: Cabinet Secretary for Environment and Rural Affairs",FALSE,FALSE,1974
"1975","WAQ73237","Paul Davies",2017-03-22,"Cabinet Secretary for Environment and Rural Affairs",2017-03-31,"What is the Welsh Government doing to ensure that Welsh farmers are not competitively disadvantaged against farmers from other UK countries in terms of regulation, when Britain leaves the European Union?","I have been actively engaging with the UK Government and Devolved Administrations and in doing so, I have been pressing for collective discussions on the future arrangements that will need to be put in place including with respect to regulations. In addition, immediately following the referendum as a department we prioritised our engagement with stakeholders across Wales on the risks and potential opportunities brought about by the UK exiting the EU. This has included engaging with stakeholders on the legislative context and we have received a very positive response from stakeholders across the E&RA portfolio to the engagement approach we have taken. Most recently on Monday, the latest meeting of our cross sector Round Table agreed to the setting up of sub-groups to look in detail at key issues including regulation. Going forward, there will be a need not only to ensure an active dialogue across the UK but also close comparison with our EU neighbours given the importance of ensuring we maintain full and unfettered access to the single market.",FALSE,FALSE,1975
"1976","WAQ73238","Paul Davies",2017-03-22,"Cabinet Secretary for Environment and Rural Affairs",2017-03-30,"Will the Cabinet Secretary publish all correspondence made with the Department for Environment, Food and Rural Affairs regarding post-Brexit agricultural policy?","The DEFRA Secretary of State gave assurances her department would share its own data analysis on the impact of leaving the European Union on agriculture so that Devolved Administrations could provide a detailed and informed response. However, unacceptably we are still awaiting any meaningful analysis from the UK Government and my officials and I are continuing to press for this.",FALSE,FALSE,1976
"1977","WAQ73239","Paul Davies",2017-03-22,"Cabinet Secretary for Environment and Rural Affairs",2017-03-30,"What discussions has the Cabinet Secretary had with the UK Government regarding the competence of authorising plant protection products, post-Brexit?","I am engaged in on-going discussions with the UK Government on the process to inform the UK position in respect of Brexit matters relating to Environment and Rural Affairs. I last met with Ministers from both the UK Government and Devolved Administrations on 23 February in Edinburgh where I pressed for the formation of working groups to undertake the detailed consideration which is needed. Wales will continue to meet its EU obligations while remaining a member of the EU. The future Plant Protection Product (PPP) regime should be decided as part of a collective UK-wide discussion within which it is crucial UK Constitutional law enshrining devolution is respected and Wales has a clear voice.",FALSE,FALSE,1977
"1978","WAQ73240","Paul Davies",2017-03-22,"Cabinet Secretary for Environment and Rural Affairs",2017-03-30,"What are the Welsh Government's plans for agricultural research and development programmes, post-Brexit?","In relation to Environment and Rural Affairs research and evidence, Defra manage a shared budget on behalf of England and Wales, except for an element of delivery-related animal health and welfare surveillance. My officials are therefore, actively engaging with their Defra counterparts to ensure there is a collective process for agreeing the priorities for research expenditure going forward. We are also working closely with the two main UK Government funded research councils working in this area (NERC and BBSRC) to ensure that the research needs of Wales are fully considered. As raised in WAQ73239, I have been pressing for the formation of the Defra working groups as these are crucial in ensuring collective UK discussions on the future arrangements for many aspects of agriculture and environment including research.",FALSE,FALSE,1978
"1979","WAQ73241","Paul Davies",2017-03-22,NA,NA,"Has the Welsh Government provided a written response to the UK Government's EU Energy and Environment Sub-Committee inquiry into the implications of Brexit for UK agriculture and food?","To be answered by: Cabinet Secretary for Environment and Rural Affairs",FALSE,FALSE,1979
"1980","WAQ73242","Paul Davies",2017-03-22,"Cabinet Secretary for Environment and Rural Affairs",2017-03-31,"Will the Cabinet Secretary provide a breakdown of how much support the Welsh Government has provided to Welsh food and drink in the last twelve months, by local authority?","The Welsh Government fully supports the Food and Drink sector, which is a national priority sector so targets and spend in the sector are not broken down by local authority.",FALSE,FALSE,1980
"1981","WAQ73243","Paul Davies",2017-03-22,NA,NA,"How does the Welsh Government monitor the effectiveness of Welsh Government grant funding for food festivals?","To be answered by: Cabinet Secretary for Environment and Rural Affairs",FALSE,FALSE,1981
"1982","WAQ73244","Paul Davies",2017-03-22,NA,NA,"When did the Cabinet Secretary last meet with a) Tesco b) Asda c) Sainsbury's d) Morrisons e) Co-operative and f) Waitrose to discuss the Welsh food and drink industry?","To be answered by: Cabinet Secretary for Environment and Rural Affairs",FALSE,FALSE,1982
"1983","WAQ73245","Paul Davies",2017-03-22,"Cabinet Secretary for Health, Well-being and Sport",2017-03-30,"What is the Welsh Government doing to promote the importance of effective food safety amongst the Welsh food and drink sector?","Effective food safety is promoted by the Food Standards Agency Wales (FSA). The FSA is a non-Ministerial Government Department with UK-wide responsibility for food safety and consumer information. In 2016/2017 the Welsh Government provided £3. 516m to fund FSA. The FSA: ensures all food safety legislation is implemented;supports businesses to comply by providing guidance; provides grant funding for local authorities to support business compliance; undertakes official controls in animal slaughter and meat preparation premises; andmanages the Food Hygiene Rating Scheme in conjunction with local authorities.  In undertaking the above the focus is on prevention, minimising the risk of unsafe food being in the market. The FSA promotes the importance of food safety issues at every stage of the food chain to protect the public.",FALSE,FALSE,1983
"1984","WAQ73246","Paul Davies",2017-03-22,"Cabinet Secretary for Environment and Rural Affairs",2017-03-30,"How much money does the Welsh Government spend on research and development in relation to food and drink?","The Welsh Government had a budget of £335,000 specifically for food and drink research in the 2016/2017 financial year. The work supported policy development and delivery in support of businesses. Innovation is essential for the food and drink industry’s long term success. Accordingly on the 23rd of March the Welsh Government announced a major new investment of £21m in food and drink innovation through Project Helix, funded by the Welsh Government Rural Communities, Rural Development Programme. Project Helix will have a strong focus on innovation and research. A press notice was published at:http://gov.wales/newsroom/environmentandcountryside/2017/170322-21-million-food-innovation-project-set-to-safeguard-thousands-of-welsh-jobs/?lang=en",FALSE,FALSE,1984
"1985","WAQ73247","Paul Davies",2017-03-22,"Cabinet Secretary for Finance and Local Government",2017-04-05,"Of the total public sector food and drink expenditure, how much is spent on Welsh companies in a) the Welsh NHS b) Welsh local authorities and c) the Welsh Government?","I will write to you and a copy of the letter will be put on the internet.",FALSE,FALSE,1985
"1986","WAQ73248","Paul Davies",2017-03-22,NA,NA,"What support does the Welsh Government offer to Welsh food and drink businesses in relation to digital marketing?","To be answered by: Cabinet Secretary for Environment and Rural Affairs",FALSE,FALSE,1986
"1987","WAQ73249","Paul Davies",2017-03-22,"Cabinet Secretary for Health, Well-being and Sport",2017-03-31,"Will the Cabinet Secretary provide an update on what the Welsh Government is doing to tackle food poverty across Wales?","I will ask the relevant Cabinet Secretary to write to you and a copy of the letter will be put on the internet.",FALSE,FALSE,1987
"1988","WAQ73250","Paul Davies",2017-03-22,"Cabinet Secretary for Environment and Rural Affairs",2017-03-30,"Will the Cabinet Secretary provide an update on the work of the Welsh Food Microbiological Forum?","The Welsh Food Microbiological Forum (WFMF) was established in 1993 in response to an identified need to improve food sampling across Wales. It is a collaboration of public health organisations and local authorities within Wales. The aim of the forum is to improve the microbiological quality of food available to Welsh consumers. The work of the WFMF has led to the co-ordination of food sampling activities of Welsh local authorities, so that the same ready-to-eat foods are sampled in the same way across the whole country. The WFMF designs surveys unique to Wales as well as taking part in surveys across Wales and England. This enables the WFMF to investigate issues that are regional or national. Current surveys include the microbiological quality of low cost sandwiches in small convenience stores and high risk ready to eat foods sold in bargain stores. Each local authority is given a sampling allocation with Public Health Wales for Food, Water and Environmental samples on an annual basis. The WFMF survey samples are submitted using funding from individual local authority sampling allocations. The WFMF are scheduled to meet in April to determine which surveys should be conducted in 2017/18.",FALSE,FALSE,1988
"1989","WAQ73251","Paul Davies",2017-03-22,"Cabinet Secretary for Environment and Rural Affairs",2017-03-30,"What representations has the Cabinet Secretary made to the UK Government regarding provisions in the Great Repeal Bill relating to the environment and rural affairs?","There have been several meetings at the Ministerial level between the Devolved Administrations and the UK Government, which included discussions on the Great Repeal Bill. We await the detail of the Bill.",FALSE,FALSE,1989
"1990","WAQ73252","Suzy Davies",2017-03-22,"Cabinet Secretary for Health, Well-being and Sport",2017-03-30,"Will the Cabinet Secretary provide an update on the report into the Intermediate Care Fund, expected in February 2017, and confirm why the publication has been delayed?","An independent consultant was commissioned to undertake an overview of the benefits and outcomes of the initiatives and services taken forward through the Intermediate Care Fund. The purpose of this was to help regional partnership boards identify good practice to inform planning and the most effective use of funding for future years to improve services, care and support to people in their region. A draft report was completed in February. Whilst the final report has not yet been completed, the findings included in the draft report have been used to inform the requirements and focus of funding for future years. This has been incorporated within the guidance and reporting arrangements and will also be shared at a future regional partnership board event. Whilst the Welsh Government does not intend to publish this report, I will issue a statement on integration and partnership working in the coming months. This will include progress on the work to date and good practice and positive outcomes which have been achieved through the ICF.",FALSE,FALSE,1990
"1991","WAQ73253","Huw Irranca-Davies",2017-03-22,"Cabinet Secretary for Environment and Rural Affairs",2017-03-30,"Will the Cabinet Secretary make a statement on the role of local flood forums in Wales?","Whilst there is no statutory requirement for local flood forums in Wales, we welcome their role in community engagement where there is a risk of flood.",FALSE,FALSE,1991
"1992","WAQ73254","Mohammad Asghar",2017-03-22,"Cabinet Secretary for Health, Well-being and Sport",2017-03-30,"What plans does the Cabinet Secretary have to make the anti-HIV infection drug Pre-exposure prophylaxis available on the NHS in Wales?","The Welsh Government commissioned Public Health Wales to establish an independent HIV Expert Group to examine the latest evidence which will help to inform the appraisal to be undertaken by the All-Wales Medicine Strategy Group (AWMSG), the independent, expert body that provides advice to Ministers in Wales on new medications not yet considered by NICE (the National Institute for Health and Clinical Excellence). AWMSG will consider the clinical and cost effectiveness of this medication next month. It would therefore be inappropriate for me to comment further at this stage or pre-empt the outcome of the AWMSG appraisal. I will update members once I’ve received and considered the advice from AWMSG.",FALSE,FALSE,1992
"1993","WAQ73328","Janet Finch-Saunders",2017-04-04,"Cabinet Secretary for Economy and Infrastructure",2017-04-18,"In light of the findings of the NFRN's Independent Retail Report for Wales 2017, how will the Cabinet Secretary seek to work with police and retailers to improve the safety of shop workers in Wales, improve police responses to retail crime, and reduce levels of retail crime, including violent crime?","The recommendation within the National Federation of Retailers and Newsagents Independent Retail Report for Wales 2017 is an operational matter for the police and is non-devolved. However, I meet regularly with the Chief Constables and Police and Crime Commissioners and will seek their views on this point when we next meet.",FALSE,FALSE,1993
"1994","WAQ73329","Janet Finch-Saunders",2017-04-04,"Cabinet Secretary for Finance and Local Government",2017-04-18,"Will the Cabinet Secretary outline the guidance he has issued to local authorities with regards to the publication of annual reports by councillors, and how recently was this issued?","We issued Statutory Guidance under Section 5 of the Local Government (Wales) Measure 2011 to local authorities in May 2013. Link to the guidance is here: (http://gov.wales/docs/dsjlg/publications/localgov/130516statguideannualreporten.pdf). It covers the duties of local authorities in making arrangements for members to produce annual reports and it offers advice on the content of the reports. It suggests the following information should be included:Role and responsibilities – to include details of membership ofcommittees and outside bodies, attendance records for these and fullcouncil;Local activity – details of surgeries held, representations made onbehalf of electors and the results of these;Major projects – involvement in local, county or regional initiatives orProjects;Learning and development – details of training and development events attended or undertaken, conferences and seminars attended. Heads of Democratic Services and Democratic Services Committees have assisted councillors to complete their annual reports by providing them with annual report templates, guidance and training sessions.",FALSE,FALSE,1994
"1995","WAQ73330","Janet Finch-Saunders",2017-04-04,"Cabinet Secretary for Finance and Local Government",2017-04-24,"How does the Cabinet Secretary intend to promote community asset transfer by local authorities over the course of the Fifth Assembly, and in relation to local government reform?","I will write to you as soon as possible and a copy of my letter will be published on the Internet.",FALSE,FALSE,1995
"1996","WAQ73331","Janet Finch-Saunders",2017-04-04,"Cabinet Secretary for Finance and Local Government",2017-04-18,"In relation to community asset transfer, what discussions has the Cabinet Secretary held with local authorities in the Fifth Assembly term to date, and what guidance has been issued on this matter?","The Welsh Government is adopting a co-ordinated and collaborative approach to the Community Asset Transfer agenda with much of the external engagement with local authorities being conducted via the National Assets Working Group, for which I have Ministerial responsibility. It is currently chaired by a local authority Chief Executive and the membership also includes additional local authority sector representation and the Welsh Local Government Association. I attended a meeting of the group on 24 November 2016. You will be aware that the National Assets Working Group has produced a best practice guide, which can be found at: http://gov.wales/topics/people-and-communities/communities/community-asset-transfer/best-practice-guide/?lang=en http://gov.wales/topics/people-and-communities/communities/community-asset-transfer/best-practice-guide/?skip=1&lang=cyAn updated version of the guide is currently being finalised with the intention to publish before the summer recess.",FALSE,FALSE,1996
"1997","WAQ73332","Janet Finch-Saunders",2017-04-04,"Cabinet Secretary for Finance and Local Government",2017-04-07,"What guidance has the Cabinet Secretary issued to local authorities in Wales for the use of reserves over the 2017-18 financial year, and beyond?","It is the responsibility of each authority to ensure it has an appropriate strategy in place for the holding and utilising of its reserves. The strategy should include regular reviews of holdings of reserves to ensure they are being deployed strategically to maintain and improve our vital public services and to support the necessary longer term reforms. To support effective scrutiny, Welsh Government issued guidance in January 2016 to all elected members on “Scrutiny of Local Authority Holdings and Utilising of Reserves. ”",FALSE,FALSE,1997
"1998","WAQ73333","Andrew R.T. Davies",2017-04-04,"Cabinet Secretary for Economy and Infrastructure",2017-04-18,"Will the Cabinet Secretary confirm what safety considerations are taken into account to ensure that bilingual road signs are clear to motorists?","The Welsh Language (Wales) Measure 2011 sets out our duties to promote or facilitate the use of the Welsh language. It states that we must not treat the Welsh language less favourably than the English language. Therefore, both languages are treated on the basis of equality with equivalent terms displayed in the same font and colours on road signs in Wales. The Welsh Language Standards, which came into force on 31 March 2016, mandate that all new road signs will display Welsh first. Where a message cannot be displayed bilingually on one sign, they will be utilised in pairs with Welsh on the first sign and English on the second. Local authorities from all parts of Wales were consulted on the proposed Regulations, and responses were considered in their entirety prior to finalising the Regulations and introducing them to the Assembly. Local authorities in Wales have been using bilingual road signs for many years and there has been no evidence of any road safety implications, relating to bilingual traffic signing, in those areas.",FALSE,FALSE,1998
