X1,value,key,vote,date,urlnum,motion_no,amend,amended,title,proposed_by,tabled_dt,debate_dt,motion_text,party.x,constituency.x,region.x,party.y,constituency.y,region.y
4183,Kirsty Williams,For,NDM6337 - Motion to allocate committee chairs to political groups,2017-06-20,4298,NDM6337,FALSE,FALSE,NDM6337 - Assembly Debate,Elin Jones,2017-06-20,2017-06-20,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.2R and 17.2A, agrees that the political groups from which the chairs of committees are elected will be as follows:(i) Climate Change, Environment and Rural Affairs Committee - Labour;(ii) Petitions Committee - UKIP.",Plaid Cymru,Ceredigion,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4230,Kirsty Williams,For,NDM6336 - Plaid Cymru debate: Motion without amendment,2017-06-21,4299,NDM6336,FALSE,FALSE,NDM6336 - Assembly Debate,Rhun ap Iorwerth,2017-06-14,2017-06-14,To propose that the National Assembly for Wales:1. Asserts itself as the national parliament of Wales.2. Demands that all powers and resources currently exercised at the EU level within areas of devolved competence are to be exercised by the National Assembly for Wales after the UK leaves the European Union.3. Further demands that the UK Government seeks the endorsement of the National Assembly for Wales for all future trade deals with the EU and other countries around the world in order to protect the interests of the Welsh economy.,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4280,Kirsty Williams,Against,NDM6335 - UKIP debate: Motion without amendment,2017-06-21,4299,NDM6335,FALSE,FALSE,NDM6335 - Assembly Debate,Neil Hamilton,2017-06-14,2017-06-14,"To propose that the National Assembly for Wales:1. Notes the Bank of England working paper, The Impact of Immigration on Occupational Wages, and its conclusion that a 10 per cent increase in the proportion of migrants working in semi and unskilled jobs leads, on average, to a 2 per cent cut in wages in those jobs in a particular region. 2. Believes that:a) a controlled and fair immigration system, placing emphasis on skilled migration, would have significant benefits for the UK economy;b) public institutions, such as the National Health Service currently depend upon skilled migration from both outside and inside the European Union;c) uncontrolled, and largely unskilled, immigration from the European Union member states at the current levels is unsustainable;d) current UK immigration policy gives migrants discrimination in favour of EU nationals to the disadvantage of those from other parts of the world. 3. Calls on the UK Government to introduce a firm but fair system of immigration control which:a) does not discriminate against non-EU citizens;b) does not replicate in substance, or in fact, the existing EU or EEA regime for free movement of workers; andc) seeks to balance immigration and emigration over a five year period.'The Impact of Immigration on Occupational Wages: evidence from Britain'",UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4325,Kirsty Williams,For,NDM6339 - Debate: Public Sector Decarbonisation,2017-06-27,4300,NDM6339,FALSE,FALSE,NDM6339 - Government Debate,Jane Hutt,2017-06-20,2017-06-20,"To propose that the National Assembly for Wales:1. Notes the Welsh Government's leadership in implementing actions to decarbonise the Welsh public sector, in line with its statutory commitments within the Environment (Wales) Act 2016.2. Supports the Welsh Government's aim of accelerating decarbonisation in the public sector to provide further stimulus to the low carbon economy.3. Supports the Welsh Government ambition that Wales' public sector is carbon neutral by 2030.4. Notes the forthcoming call for evidence which will seek views on the approach to be taken to decarbonise the Public Sector.'Environment (Wales) Act 2016'",Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4444,Kirsty Williams,Abstain,NDM6349 - Debate on a Member's Legislative Proposal,2017-07-05,4303,NDM6349,FALSE,FALSE,NDM6349 - Debate on Members’ Legislative Proposal,Bethan Sayed,2017-06-22,2017-06-22,"To propose that the National Assembly for Wales:1. Notes a proposal for a bill to support young carers in Wales.2. Notes that the purpose of this bill would be to:a) Provide statutory guidance for schools and local authorities in Wales to provide appropriate support and flexibility for young carers to undertake their care responsibilities during and after school hours;b) provide guidance for schools to work with young carers to provide flexible pathways to ensure continued participation in education;c) allow young carers to collect prescriptions on behalf of those in their care, via a Young Carers Card or other mechanism; andd) ensure that the Welsh Government work with appropriate organisations to introduce respite and support services for young carers in every local authority area in Wales.",Plaid Cymru,NA,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4475,Kirsty Williams,Against,NDM6354 - Welsh Conservatives debate: Motion without amendment,2017-07-05,4303,NDM6354,FALSE,FALSE,NDM6354 - Assembly Debate,Paul Davies,2017-06-28,2017-06-28,To propose that the National Assembly for Wales:1. Recognises the importance of regeneration schemes in enhancing the future prosperity of communities across Wales.2. Calls on the Welsh Government to outline how it proposes to increase investor confidence for regeneration projects.3. Regrets the Welsh Government's handling of the Circuit of Wales project and believes this could have a negative impact on potential investment for future regeneration projects in Wales.,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4514,Kirsty Williams,Against,NDM6356 - Plaid Cymru debate: Motion without amendment,2017-07-05,4303,NDM6356,FALSE,FALSE,NDM6356 - Assembly Debate,Rhun ap Iorwerth,2017-06-28,2017-06-28,1. Notes the Welsh Government's aim of publishing a strategy in order to reach a million Welsh speakers by 2050.,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4575,Kirsty Williams,Abstain,NDM6348 - Debate by Individual Members under Standing Order 11.21(iv),2017-07-12,4305,NDM6348,FALSE,FALSE,NDM6348 - Member Debates,David Melding,2017-06-28,2017-06-28,"To propose that the National Assembly for Wales:1. Notes that Wales is the only home nation without a specialist paediatric rheumatology centre;2. Notes that there are an estimated 400 children in South Wales alone that are suffering with juvenile idiopathic arthritis;3. Recognises the need for a multidisciplinary paediatric rheumatology centre in Wales;4. Notes that the Welsh Health Specialist Services Committee is undertaking a comprehensive review of paediatric specialised services in Wales; and5. Calls on the Welsh Government to support calls from Arthritis Care, the National Rheumatoid Arthritis Society and the British Society for Rheumatology for the creation of a fully dedicated multidisciplinary paediatric rheumatology centre in Wales.",Conservative,NA,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4589,Kirsty Williams,For,NDM6368 - Debate: The Financial Resolution in respect of the Abolition of the Right to Buy and Associated Rights (Wales) Bill,2017-07-18,4306,NDM6368,FALSE,FALSE,NDM6368 - Government Debate,Jane Hutt,2017-07-11,2017-07-11,"To propose that the National Assembly for Wales: for the purposes of any provisions resulting from the Abolition of the Right to Buy and Associated Rights (Wales) Bill, agrees to any increase in expenditure of a kind referred to in Standing Order 26.69 arising in consequence of the Bill.",Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4637,Kirsty Williams,For,NDM6353 - Debate: The First Supplementary Budget 2017-18,2017-07-18,4306,NDM6353,FALSE,FALSE,NDM6353 - Government Debate,Jane Hutt,2017-06-27,2017-06-27,"To propose that the National Assembly for Wales, in accordance with Standing Order 20.30, approves the First Supplementary Budget for the financial year 2017-18 laid in the Table Office and emailed to Assembly Members on Tuesday, 27 June 2017.Footnote:In accordance with the relevant provisions contained in the Government of Wales Act 2006 and Standing Order 20, the Supplementary Budget comprises the following information:(i) the written statement required under section 125(3) of the Government of Wales Act;(ii) the resources agreed by the Treasury for the Welsh block budget for the financial year covered by the motion;(iii) a reconciliation between the resources allocated to the Welsh block budget by the Treasury and the resources to be authorised for use in the motion;(iv) a reconciliation between the estimated amounts to be paid into the Welsh Consolidated Fund by the Secretary of State and the amounts to be authorised for payment out of the Fund in the motion; and (v) a reconciliation between the resources to be authorised under section 125(1)(a) and (b) of the Act and the amounts to be authorised for payment out of the Welsh Consolidated Fund under section 125(1)(c).The following additional information has been made available to Members:- a note explaining the main changes from previous plans.",Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4679,Kirsty Williams,For,NDM6372 - Debate: Stage 4 of the Trade Union (Wales) Bill,2017-07-18,4306,NDM6372,FALSE,FALSE,NDM6372 - Government Debate,Mark Drakeford,2017-07-11,2017-07-11,"To propose that the National Assembly for Wales, in accordance with Standing Order 26.47:Approves the Trade Union (Wales) Bill'Trade Union (Wales) Bill'",Labour,Cardiff West,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4733,Kirsty Williams,Against,NDM6371 - United Kingdom Independence Party debate: Motion without amendment,2017-07-19,4307,NDM6371,FALSE,FALSE,NDM6371 - Assembly Debate,Neil Hamilton,2017-07-12,2017-07-12,"To propose that the National Assembly:1. Believes that Brexit:a) enables the Welsh people to have more control over their own lives by devolving governmental powers from unelected technocrats in Brussels to Assembly Members in Cardiff and MPs at Westminster;b) can create more prosperity for agriculture and the rural economy, by replacing the CAP with an agricultural policy tailor-made for Wales's specific needs, with special reference to conservation and environmental protection based on scientific principles and incurring proportionate cost to rural taxpayers and businesses.2. Believes that the Welsh Government should develop other tailor made policies for rural areas within a localism agenda which empowers local people by:a) making major planning decisions with a significant adverse impact on the quality of life, such as intrusive wind-farms, subject to local referendums;b) making major changes to the provision of rural schools and other educational services subject to genuine local consultation;c) facilitating more affordable rural housing; andd) giving greater priority to the provision of NHS facilities in smaller rural towns.",UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4807,Kirsty Williams,Against,NDM6505 - Welsh Conservatives debate: Motion without amendment,2017-09-20,4484,NDM6505,FALSE,FALSE,NDM6505 - Assembly Debate,Paul Davies,2017-09-13,2017-09-20,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4854,Kirsty Williams,Against,NDM6506 - Plaid Cymru debate: Motion without amendment,2017-09-20,4484,NDM6506,FALSE,FALSE,NDM6506 - Assembly Debate,Rhun ap Iorwerth,2017-09-13,2017-09-20,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4897,Kirsty Williams,Against,NDM6513 - Welsh Conservatives debate: Motion without amendment,2017-09-27,4645,NDM6513,FALSE,FALSE,NDM6513 - Assembly Debate,Paul Davies,2017-09-20,2017-09-27,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4932,Kirsty Williams,Against,NDM6520 - Plaid Cymru debate: Motion without amendment,2017-10-04,4647,NDM6520,FALSE,FALSE,NDM6520 - Assembly Debate,Rhun ap Iorwerth,2017-09-27,2017-10-04,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4995,Kirsty Williams,Against,NDM6526 - United Kingdom Independence Party debate: Motion without amendment,2017-10-11,4649,NDM6526,FALSE,FALSE,NDM6526 - Assembly Debate,Caroline Jones,2017-10-04,2017-10-11,To propose that the National Assembly for Wales:,UKIP,NA,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5010,Kirsty Williams,Against,NDM6536 - Plaid Cymru debate: Motion without amendment,2017-10-18,4651,NDM6536,FALSE,FALSE,NDM6536 - Assembly Debate,Rhun ap Iorwerth,2017-10-11,2017-10-18,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5053,Kirsty Williams,For,NDM6541 - Motion to elect Neil McEvoy to the Petitions Committee,2017-10-18,4651,NDM6541,FALSE,FALSE,NDM6541 - Assembly Debate,Elin Jones,2017-10-18,2017-10-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.3, elects Neil McEvoy (Independent) as a Member of the Petitions Committee.",Plaid Cymru,Ceredigion,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5134,Kirsty Williams,Against,NDM6534 - Welsh Conservatives debate: Motion without amendment,2017-10-18,4651,NDM6534,FALSE,FALSE,NDM6534 - Assembly Debate,Paul Davies,2017-10-11,2017-10-18,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5148,Kirsty Williams,For,NDM6543 - Motion to elect Adam Price to the Public Accounts Committee,2017-10-18,4651,NDM6543,FALSE,FALSE,NDM6543 - Assembly Debate,Elin Jones,2017-10-18,2017-10-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.3, elects Adam Price (Plaid Cymru) as a Member of the Public Accounts Committee.",Plaid Cymru,Ceredigion,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5198,Kirsty Williams,For,NDM6542 - Motion to elect Rhun ap Iorwerth to the Petitions Committee,2017-10-18,4651,NDM6542,FALSE,FALSE,NDM6542 - Assembly Debate,Elin Jones,2017-10-18,2017-10-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.3, elects Rhun ap Iorwerth (Plaid Cymru) as a Member of the Petitions Committee.",Plaid Cymru,Ceredigion,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5253,Kirsty Williams,Against,NDM6549 - Plaid Cymru debate: Motion without amendment,2017-10-25,4653,NDM6549,FALSE,FALSE,NDM6549 - Assembly Debate,Rhun ap Iorwerth,2017-10-18,2017-10-25,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5301,Kirsty Williams,Against,NDM6546 - Welsh Conservatives debate: Motion without amendment,2017-10-25,4653,NDM6546,FALSE,FALSE,NDM6546 - Assembly Debate,Paul Davies,2017-10-18,2017-10-25,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5334,Kirsty Williams,For,NDM6350 - Debate on a Member's Legislative Proposal,2017-10-25,4653,NDM6350,FALSE,FALSE,NDM6350 - Debate on Members’ Legislative Proposal,Simon Thomas,2017-06-22,2017-10-25,To propose that the National Assembly for Wales:1. Notes a proposal for a Bill to alter the planning process so there would be a presumption against hydraulic fracturing (fracking).2. Notes that the purpose of this Bill would be to protect the landscape of Wales and public health.,Plaid Cymru,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5383,Kirsty Williams,For,NDM6561 - Motion to agree to the First Minister's recommendation to Her Majesty to appoint a Counsel General,2017-11-14,4656,NDM6561,FALSE,FALSE,NDM6561 - Government Debate,Carwyn Jones,2017-11-07,2017-11-14,"To propose that the National Assembly for Wales, in accordance with Standing Order 9.1, agrees to the First Minister's recommendation to Her Majesty to appoint Jeremy Miles AM as Counsel General.",Labour,Bridgend,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5437,Kirsty Williams,For,NDM6528 - Debate by Individual Members under Standing Order 11.21(iv),2017-11-15,4657,NDM6528,FALSE,FALSE,NDM6528 - Member Debates,Julie Morgan,2017-10-05,2017-11-15,To propose that the National Assembly for Wales:,Labour,Cardiff North,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5498,Kirsty Williams,Against,NDM6571 - Welsh Conservatives debate: Motion without amendment,2017-11-22,4660,NDM6571,FALSE,FALSE,NDM6571 - Assembly Debate,Paul Davies,2017-11-15,2017-11-22,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5529,Kirsty Williams,Against,NDM6566 - United Kingdom Independence Party debate: Motion without amendment,2017-11-22,4660,NDM6566,FALSE,FALSE,NDM6566 - Assembly Debate,Neil Hamilton,2017-11-08,2017-11-22,To propose that the National Assembly for Wales:,UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5549,Kirsty Williams,For,NDM6578 - Debate: Entrepreneurship: A National Imperative,2017-11-28,4661,NDM6578,FALSE,FALSE,NDM6578 - Government Debate,Julie James,2017-11-21,2017-11-28,To propose that the National Assembly for Wales:,Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5625,Kirsty Williams,Against,NDM6573 - Motion to give instructions to the Committee for the Scrutiny of the First Minister: Motion without amendment,2017-11-29,4662,NDM6573,FALSE,FALSE,NDM6573 - Assembly Debate,Paul Davies,2017-11-16,2017-11-29,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.2, instructs the Committee for the Scrutiny of the First Minister in these terms:",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5686,Kirsty Williams,Against,NDM6594 - Welsh Conservative debate: Motion without amendment,2017-11-29,4662,NDM6594,FALSE,FALSE,NDM6594 - Assembly Debate,Paul Davies,2017-11-22,2017-11-29,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5735,Kirsty Williams,Against,NDM6595 - Plaid Cymru debate: Motion without amendment,2017-11-29,4662,NDM6595,FALSE,FALSE,NDM6595 - Assembly Debate,Rhun ap Iorwerth,2017-11-22,2017-11-29,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5772,Kirsty Williams,For,NDM6607 - Debate: Stage 4 of the Abolition of the Right to Buy and Associated Rights (Wales) Bill,2017-12-05,4663,NDM6607,FALSE,FALSE,NDM6607 - Government Debate,Rebecca Evans,2017-12-04,2017-12-05,To propose that the National Assembly for Wales in accordance with Standing Order 26.47:,Labour,Gower,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5800,Kirsty Williams,For,NDM6603 - Debate: The Draft Budget 2018-19,2017-12-05,4663,NDM6603,FALSE,FALSE,NDM6603 - Government Debate,Julie James,2017-11-28,2017-12-05,"To propose that the National Assembly for Wales, in accordance with Standing Order 20.12:",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5887,Kirsty Williams,Abstain,NDM6605 - Plaid Cymru debate,2017-12-06,4664,NDM6605,FALSE,FALSE,NDM6605 - Assembly Debate,Rhun ap Iorwerth,2017-11-29,2017-12-06,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5933,Kirsty Williams,Against,NDM6606 - Plaid Cymru debate: Motion without amendment,2017-12-06,4664,NDM6606,FALSE,FALSE,NDM6606 - Assembly Debate,Rhun ap Iorwerth,2017-11-29,2017-12-06,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
5946,Kirsty Williams,For,NDM6613 - Stage 4 of the Additional Learning Needs and Education Tribunal (Wales) Bill,2017-12-12,4665,NDM6613,FALSE,FALSE,NDM6613 - Government Debate,Kirsty Williams,2017-12-11,2017-12-12,To propose that the National Assembly for Wales in accordance with Standing Order 26.47:,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6114,Kirsty Williams,Against,NDM6619 Welsh Conservatives debate: Motion without amendment,2018-01-10,4895,NDM6619,FALSE,FALSE,NDM6619 - Assembly Debate,Paul Davies,2018-01-02,2018-01-10,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6177,Kirsty Williams,Against,NDM6621 Plaid Cymru debate: Motion without amendment,2018-01-10,4895,NDM6621,FALSE,FALSE,NDM6621 - Assembly Debate,Rhun ap Iorwerth,2018-01-03,2018-01-10,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6189,Kirsty Williams,For,NDM6614 - The Final Budget 2018-19,2018-01-16,4896,NDM6614,FALSE,FALSE,NDM6614 - Government Debate,Julie James,2017-12-19,2018-01-16,"To propose that the National Assembly for Wales, in accordance with Standing Order 20.25, approves the Annual Budget for the financial year 2018-19 laid in the Table Office by the Cabinet Secretary for Finance on 19 December 2017.",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6274,Kirsty Williams,For,NDM6622 - The Non-Domestic Rating (Multiplier) (Wales) Order 2018,2018-01-16,4896,NDM6622,FALSE,FALSE,NDM6622 - Government Debate,Julie James,2018-01-09,2018-01-16,"To propose that the National Assembly for Wales, in accordance with Standing Order 27.5:",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6286,Kirsty Williams,For,NDM6623 - The Local Government Settlement 2018-19,2018-01-16,4896,NDM6623,FALSE,FALSE,NDM6623 - Government Debate,Julie James,2018-01-09,2018-01-16,"To propose that the National Assembly for Wales, in accordance with Section 84H of the Local Government Finance Act 1988, approves the Local Government Finance Report (No. 1) 2018-2019 (Final Settlement - Councils), which was laid in the Table Office on 20 December 2017.",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6372,Kirsty Williams,Abstain,NDM6565 - Member Debate under Standing Order 11.21(iv),2018-01-17,4897,NDM6565,FALSE,FALSE,NDM6565 - Member Debates,Mark Isherwood,2017-11-14,2018-01-17,To propose that the National Assembly for Wales:,Conservative,NA,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6467,Kirsty Williams,For,NDM6637 - The Land Transaction Tax (Transitional Provisions) (Wales) Regulations 2018,2018-01-30,4901,NDM6637,FALSE,FALSE,NDM6637 - Government Debate,Julie James,2018-01-23,2018-01-30,"To propose that the National Assembly for Wales, in accordance with Standing Order 27.5:",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6482,Kirsty Williams,For,NDM6639 - The Land Transaction Tax and Anti-avoidance of Devolved Taxes (Wales) Act 2017 (Amendment to Schedule 5) Regulations 2018,2018-01-30,4901,NDM6639,FALSE,FALSE,NDM6639 - Government Debate,Julie James,2018-01-23,2018-01-30,"To propose that the National Assembly for Wales, in accordance with Standing Order 27.5:",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6539,Kirsty Williams,For,NDM6640 - The Landfill Disposals Tax (Tax Rates) (Wales) Regulations 2018,2018-01-30,4901,NDM6640,FALSE,FALSE,NDM6640 - Government Debate,Julie James,2018-01-23,2018-01-30,"To propose that the National Assembly for Wales, in accordance with Standing Order 27.5",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6627,Kirsty Williams,Abstain,NDM6626 - Member Debate under Standing Order 11.21(iv),2018-01-31,4902,NDM6626,FALSE,FALSE,NDM6626 - Member Debates,Mick Antoniw,2018-01-17,2018-01-31,To propose that the National Assembly for Wales:,Labour,Pontypridd,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6673,Kirsty Williams,Against,NDM6647 - Plaid Cymru debate: Motion without amendment,2018-02-07,4905,NDM6647,FALSE,FALSE,NDM6647 - Assembly Debate,Rhun ap Iorwerth,2018-01-31,2018-02-07,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6715,Kirsty Williams,Against,NDM6645 - United Kingdom Independence Party debate: Motion without amendment,2018-02-07,4905,NDM6645,FALSE,FALSE,NDM6645 - Assembly Debate,Neil Hamilton,2018-01-31,2018-02-07,To propose that the National Assembly for Wales:,UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6806,Kirsty Williams,Abstain,NDM6668 - Welsh Conservatives debate motion,2018-02-28,4909,NDM6668,FALSE,FALSE,NDM6668 - Assembly Debate,Paul Davies,2018-02-21,2018-02-28,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6860,Kirsty Williams,Against,NDM6670 - Plaid Cymru debate on the motion without amendment,2018-02-28,4909,NDM6670,FALSE,FALSE,NDM6670 - Assembly Debate,Rhun ap Iorwerth,2018-02-21,2018-02-28,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6916,Kirsty Williams,Against,NDM6669 - Plaid Cymru debate on the motion without amendment,2018-02-28,4909,NDM6669,FALSE,FALSE,NDM6669 - Assembly Debate,Rhun ap Iorwerth,2018-02-21,2018-02-28,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6932,Kirsty Williams,For,NDM6657 - The Second Supplementary Budget 2017-18,2018-03-06,4910,NDM6657,FALSE,FALSE,NDM6657 - Government Debate,Julie James,2018-02-06,2018-03-06,"To propose that the Assembly, in accordance with Standing Order 20.30, approves the Second Supplementary Budget for the financial year 2017-18 laid in the Table Office and emailed to Assembly Members on Tuesday, 6 February 2018.",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
6984,Kirsty Williams,For,NDM6672 - Government Emergency Bill,2018-03-06,4910,NDM6672,FALSE,FALSE,NDM6672 - Government Debate,Julie James,2018-02-27,2018-03-06,"To propose that the National Assembly for Wales, in accordance with Standing Order 26.95:",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7034,Kirsty Williams,For,NDM6673 - Timetable for Government Emergency Bill,2018-03-06,4910,NDM6673,FALSE,FALSE,NDM6673 - Government Debate,Julie James,2018-02-27,2018-03-06,"To propose that the National Assembly for Wales, in accordance with Standing Order 26.98(ii):",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7120,Kirsty Williams,For,NDM6686 - The General Principles of the Law Derived from the European Union (Wales) Bill,2018-03-13,4912,NDM6686,FALSE,FALSE,NDM6686 - Government Debate,Mark Drakeford,2018-03-07,2018-03-13,"To propose that the National Assembly for Wales, in accordance with Standing Order 26.102:",Labour,Cardiff West,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7169,Kirsty Williams,For,NDM6687 - Financial resolution in respect of the Law Derived from the European Union (Wales) Bill,2018-03-13,4912,NDM6687,FALSE,FALSE,NDM6687 - Government Debate,Julie James,2018-03-07,2018-03-13,"To propose that the National Assembly for Wales, for the purposes of any provisions resulting from the Law Derived from the European Union (Wales) Bill, agrees to any increase in expenditure of a kind referred to in Standing Order 26.69, arising in consequence of the Bill.",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7247,Kirsty Williams,For,NDM6683 - The General Principles of the Public Health (Minimum Price for Alcohol) (Wales) Bill,2018-03-13,4912,NDM6683,FALSE,FALSE,NDM6683 - Government Debate,Vaughan Gething,2018-03-06,2018-03-13,To propose that the National Assembly for Wales in accordance with Standing Order 26.11:,Labour,Cardiff South & Penarth,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7272,Kirsty Williams,For,NDM6684 - Financial resolution in respect of the Public Health (Minimum Price for Alcohol) (Wales) Bill,2018-03-13,4912,NDM6684,FALSE,FALSE,NDM6684 - Government Debate,Julie James,2018-03-06,2018-03-13,"To propose that the National Assembly for Wales, for the purposes of any provisions resulting from the Public Health (Minimum Price for Alcohol) (Wales) Bill, agrees to any increase in expenditure of a kind referred to in Standing Order 26.69, arising in consequence of the Bill.",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7362,Kirsty Williams,Abstain,NDM6681 - Debate on a Member's Legislative Proposal,2018-03-14,4913,NDM6681,FALSE,FALSE,NDM6681 - Debate on Members’ Legislative Proposal,Hefin David,2018-03-01,2018-03-14,To propose that the National Assembly for Wales:,Labour,Caerphilly,South Wales East,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
